-13.335 5.42977 0 0.733038 1 0.0993107 1 1
-13.2612 5.49622 0 0.733038 1 0.0993107 1 1
-13.1874 5.56267 0 0.733038 1 0.0993107 1 1
-13.1136 5.62913 0 0.733038 1 0.0993107 1 1
-13.0398 5.69558 0 0.733038 1 0.0993107 1 1
-12.966 5.76203 0 0.733038 1 0.0993107 1 1
-12.8922 5.82848 0 0.733038 1 0.0993107 1 1
-12.8184 5.89493 0 0.733038 1 0.0993107 1 1
-12.7446 5.96139 0 0.733038 1 0.0993107 1 1
-12.6708 6.02784 0 0.733038 1 0.0993107 1 1
-12.597 6.09429 0 0.733038 1 0.0993107 1 1
-12.5232 6.16074 0 0.733038 1 0.0993107 1 1
-12.4494 6.22719 0 0.733038 1 0.0993107 1 1
-12.3756 6.29364 0 0.733038 1 0.0993107 1 1
-12.3018 6.3601 0 0.733038 1 0.0993107 1 1
-12.228 6.42655 0 0.733038 1 0.0993107 1 1
-12.1542 6.493 0 0.733038 1 0.0993107 1 1
-12.0804 6.55945 0 0.733038 1 0.0993107 1 1
-12.0066 6.6259 0 0.733038 1 0.0993107 1 1
-11.9328 6.69236 0 0.733038 1 0.0993107 1 1
-11.859 6.75881 0 0.733038 1 0.0993107 1 1
-11.7852 6.82526 0 0.733038 1 0.0993107 1 1
-11.7114 6.89171 0 0.733038 1 0.0993107 1 1
-11.6376 6.95816 0 0.733038 1 0.0993107 1 1
-11.5637 7.02461 0 0.733038 1 0.0993107 1 1
-11.4899 7.09107 0 0.733038 1 0.0993107 1 1
-11.4161 7.15752 0 0.733038 1 0.0993107 1 1
-11.3423 7.22397 0 0.733038 1 0.0993107 1 1
-11.2685 7.29042 0 0.733038 1 0.0993107 1 1
-11.1947 7.35687 0 0.733038 1 0.0993107 1 1
-11.1209 7.42333 0 0.733038 1 0.0993107 1 1
-11.0471 7.48978 0 0.733038 1 0.0993107 1 1
-10.9733 7.55623 0 0.733038 1 0.0993107 1 1
-10.8995 7.62268 0 0.733038 1 0.0993107 1 1
-10.8257 7.68913 0 0.733038 1 0.0993107 1 1
-10.7519 7.75558 0 0.733038 1 0.0993107 1 1
-10.6781 7.82204 0 0.733038 1 0.0993107 1 1
