-3.518287660529986,-0.7951598507937473
-3.5182876613283005,-0.7951598509741725
-3.518287662128431,-0.7951598511550082
-3.518287662930378,-0.7951598513362543
-3.771139444306946,-0.8708798028113186
-3.7716910353587663,-0.871040768397696
-3.772242844695032,-0.8712017958566671
-3.772794872319383,-0.8713628851724938
-3.773347118232206,-0.8715240363438341
-3.7738995824338852,-0.8716852493693463
-3.82099490391649,-0.9241525127920792
-3.8216786823988884,-0.9244808586644552
-3.8223627931342556,-0.924809414975925
-3.823047236123076,-0.9251381817257254
-3.8237320113658337,-0.9254671589130934
-3.8244171188630136,-0.9257963465372657
-3.8480985717931144,-0.9905779500113787
-3.8488454334360296,-0.9911578195999841
-3.849592706023531,-0.9917382310513428
-3.8503403895621715,-0.9923191843605274
-3.8510884840585025,-0.9929006795226097
-3.8795324403656535,-1.0560527542177678
-3.8802898969240207,-1.056997204485795
-3.881092402894932,-1.057885075960381
-3.881895321057191,-1.0587740647210795
-3.882698651173994,-1.0596641708696537
-3.8835023930085164,-1.0605553945078277
-3.901792486542015,-1.1567346902957656
-3.9026077392741114,-1.1581338190356059
-3.9034232643727074,-1.1595351210787912
-3.9042390610258333,-1.1609385965834176
-3.9050551284214685,-1.1623442457073472
-3.9058714657475426,-1.1637520686082092
-3.9195528286007186,-1.2643961955995247
-3.920360481078468,-1.2663537622498686
-3.9211681913541825,-1.268314732071859
-3.9219759578530566,-1.2702791052038112
-3.9227837790002194,-1.272246881783482
-3.9235916532207393,-1.274218061948073
-3.9434546714361516,-1.3717768916905524
-3.9443931002059944,-1.3742464113478896
-3.9453320808008328,-1.376720438844701
-3.9462716124617025,-1.3791989742925048
-3.9472116944296256,-1.3816820178027232
-3.9481523259456073,-1.3841695694866816
-3.950797959194068,-1.4522581107393984
-3.951762609156325,-1.4550100197541564
-3.9527282000243,-1.4577668884417154
-3.9536947327660314,-1.4605287166458134
-3.9546622083495375,-1.4632955042100475
-3.9611731647471395,-1.5027426887554396
-3.9622746890173937,-1.505484505606127
-3.9632501010597974,-1.5082750608053999
-3.964226662670552,-1.5110703314060734
-3.965204375835184,-1.5138703170525714
-3.9655978947941484,-1.534221676935877
-3.9665920470457197,-1.5368455479225724
-3.967512966539073,-1.5394988927774802
-3.968434974934656,-1.5421562139662033
-3.96935807478042,-1.544817511068568
-3.9684968044750217,-1.5440816652296199
-3.969424472280622,-1.5463766049428285
-3.970278720657506,-1.5486995815665903
-3.9711338724940877,-1.5510252213076772
-3.971989930252104,-1.5533535238185023
-3.972846896393161,-1.5556844887498473
-3.959394945769516,-1.5364619981585423
-3.959975389532315,-1.5383477779603034
-3.9605555240876718,-1.5402347482136023
-3.9611353502505526,-1.542122909305026
-3.961714868836138,-1.5440122616207639
-3.962395625460166,-1.5482056322403848
-3.962843297244685,-1.5498800100271082
-3.9636619375297704,-1.5525626918737339
-3.9640846991181675,-1.5541125093662738
-3.9645065223211136,-1.5556623404750678
-3.9649274071647156,-1.5572121856831171
-3.9653473536752464,-1.5587620454734128
-3.9657663618791448,-1.5603119203289344
-3.9753554945443867,-1.5498471106189708
-3.9756991805250896,-1.5510906472272037
-3.9761040120150306,-1.5523165786356705
-3.9765078139984364,-1.5535414118402526
-3.976910586329815,-1.5547651469845716
-3.977312328863692,-1.5559877842122634
-3.983618583330069,-1.5613963065118595
-3.9840000282407857,-1.5624760441090295
-3.9843804196167207,-1.5635542482623102
-3.98475975739655,-1.5646309190143741
-3.98513804151895,-1.5657060564078948
-3.9867742198901746,-1.5698652891957825
-3.987085931105897,-1.5707865131576355
-3.98740017960032,-1.5717044320321507
-3.987713215583901,-1.5726203671094756
-3.9880250390227183,-1.5735343184104245
-3.988335649882851,-1.5744462859558124
-3.9874653353590026,-1.572160890426227
-3.9877108306710505,-1.5728770290821175
-3.987949033046103,-1.5735926168874064
-3.9881858319072547,-1.574305660523025
-3.9884212270637303,-1.5750161600954158
-3.9859626350205923,-1.5669877236260157
-3.9861137457039026,-1.5674582241300405
-3.986263216011693,-1.5679254981530213
-3.986411045548116,-1.5683895458982913
-3.986557233917342,-1.5688503675692214
-3.9867017807235614,-1.5693079633692182
-3.9840105419845004,-1.5702167964238345
-3.9840802937964415,-1.5705650430768072
-3.9841482225734346,-1.5709098663423282
-3.984214327894933,-1.5712512664458207
-3.984278609340411,-1.5715892436127474
-3.9928623037246047,-1.569290255599648
-3.9929824323823317,-1.5694927068686455
-3.9930969765891597,-1.5696921089707025
-3.993209946312739,-1.569887828025542
-3.993321340752565,-1.5700798643783707
-3.9934311591081877,-1.5702682183745267
-4.009167868668081,-1.5605688667228614
-4.009402801255997,-1.560568274665809
-4.009636581446475,-1.560563543529272
